click,purchase,userid,121,122,124,125,126,127,128,129,itemid,domain,207,210,216,508,509,702,853,301,109_14,110_14,127_14,150_14,D109_14,D110_14,D127_14,D150_14,D508,D509,D702,D853,train_tag
0,0,0,1,3,2,1,0,1,1,0,30968,26,228718,2690,0,0,0,0,0,3,37,7621,987,974,2,2,1,0,0,0,0,0,1
0,0,195033,54,6,1,4,2,1,1,2,30844,0,17122,715,15619,117,0,20605,331,3,428,69040,538,42,0,0,1,3,5,0,4,2,0
0,0,95702,1,3,2,1,0,3,1,0,30827,0,76077,1313,0,117,0,0,145,1,44,42399,29010,67,0,1,1,3,3,0,0,2,1
0,0,102168,39,1,1,1,3,1,1,4,30756,2,65524,3417,0,23,0,0,13996,1,49,5044,870,38,3,1,1,3,4,0,0,3,1
0,0,36650,42,10,2,6,2,1,1,0,30755,4,6846,192,0,21,1177,0,11671,1,14,5349,14035,178,0,0,1,0,4,1,0,2,0
0,0,198139,1,8,1,5,0,3,1,0,30713,2,103982,1013,0,23,0,0,1752,1,37,5990,1078,38,0,2,3,4,4,0,0,4,1
0,0,39401,1,12,2,3,0,1,1,2,30689,0,30056,4068,30445,117,0,0,331,1,66,625,9,1,0,0,1,1,6,0,0,2,0
0,0,191061,15,8,1,5,1,1,1,4,30676,7,134918,11000,60631,0,0,0,0,3,105,88373,1209,43,3,0,1,4,0,0,0,0,0
0,0,60812,1,11,1,6,0,1,1,3,30619,1,1562,1028,26793,12,0,0,0,3,327,404,7974,237,3,1,3,1,2,0,0,0,2
0,0,180542,1,7,2,4,0,1,1,1,30554,16,80737,28051,38945,963,0,0,12744,3,126,37321,2960,20422,0,2,2,1,2,0,0,1,0
0,0,0,1,1,1,1,0,1,1,0,30481,1,143036,60,0,12,45755,0,59,3,60,750,9,38,1,1,1,5,5,4,0,5,1
0,0,148250,1,8,1,5,0,1,1,2,30432,1,224978,7427,34238,12,0,0,2145,3,980,13323,1917,1052,4,0,1,1,3,0,0,1,1
1,0,30224,1,1,1,1,3,2,1,0,30389,0,225018,1313,0,117,0,0,145,3,60,1281,7397,94,2,1,3,2,5,0,0,4,1
0,0,77054,17,11,1,6,3,1,1,4,30342,0,224746,10185,0,117,0,0,351,3,54,36362,2978,2624,0,0,1,1,2,0,0,1,0
0,0,58885,1,6,1,4,0,1,1,4,30245,1,41603,318,21600,12,0,0,53,3,60,168,356,1240,2,0,1,3,3,0,0,2,0
0,0,165778,1,1,1,1,0,1,1,0,30151,1,92847,14905,43924,12,0,0,0,3,28,7522,5,39,1,1,1,1,4,0,0,0,1
0,0,54981,31,9,2,5,1,1,1,3,29930,3,176389,9795,50408,64,0,0,0,3,43,867,4588,26,3,1,1,1,3,0,0,0,2
0,0,63718,1,1,1,1,0,2,1,0,29877,6,5101,29848,92542,221,0,0,0,3,1705,1833,1071,7,1,0,1,1,0,0,0,0,0
0,0,73479,0,0,0,0,0,0,0,0,29836,2,191413,14039,0,23,105778,0,2518,3,60,29940,32505,348,0,0,1,2,2,0,0,1,0
0,0,170583,1,11,1,6,0,3,1,0,29760,2,36002,2908,0,23,14343,0,1752,1,151,53239,633,1,0,4,1,4,3,2,0,1,0
0,0,179820,0,0,0,0,0,0,0,0,29686,29,220835,14339,0,0,0,0,0,1,2,2438,1185,28,2,0,1,1,0,0,0,0,0
0,0,175636,6,1,1,1,1,1,1,3,29635,5,55604,6872,27957,25,0,0,1166,3,100,3195,330,163,0,1,1,0,2,0,0,4,0
0,0,59455,11,6,1,4,1,1,1,2,29595,4,56960,18530,28563,0,0,0,0,3,23,3691,1087,44,0,3,1,1,0,0,0,0,2
0,0,40075,12,7,2,4,3,1,1,3,29553,3,23689,3031,13028,64,15237,9901,4065,3,73,1064,5971,8760,0,2,1,2,4,1,1,2,0
0,0,0,1,5,1,2,0,1,1,3,29510,16,219850,11947,296,963,0,580,2407,3,20,8291,0,686,0,2,2,5,5,0,4,4,1
0,0,0,27,8,1,5,1,2,1,4,29496,1,27160,4508,8486,12,5577,4036,2071,1,43,0,1194,2455,0,0,5,1,2,2,2,0,1
0,0,0,11,6,1,4,1,1,1,2,29471,20,180103,43358,0,0,0,0,0,3,493,0,0,6252,0,0,1,0,0,0,0,0,2
0,0,141031,0,0,0,0,0,0,0,0,29411,0,46007,7714,0,117,0,0,157,3,104,1953,20285,9561,3,2,1,5,4,0,0,3,1
0,0,198145,1,1,1,1,0,1,1,2,29374,2,59960,7150,20146,23,22446,6967,11094,1,613,4120,7052,43,1,2,1,0,5,3,4,2,0
0,0,0,1,13,1,7,3,1,1,0,29237,5,218346,1871,0,0,0,0,0,3,60,19013,263,757,2,1,1,1,0,0,0,0,1
0,0,167820,15,8,1,5,1,1,1,3,29096,0,152239,715,51,117,0,16,0,3,84,7598,4868,44,2,3,1,1,1,0,0,0,0
0,0,0,1,7,2,4,0,1,1,2,29063,14,20723,2510,525,0,0,0,0,1,43,3481,0,566,1,0,1,0,0,0,0,0,2
0,0,120427,1,6,1,4,0,1,1,2,29056,16,192252,11947,82025,963,0,0,0,1,26,5462,3812,1,2,1,1,3,0,0,0,0,2
0,0,168211,1,6,1,4,0,1,1,0,29002,1,24090,292,13229,12,0,0,59,3,67,71328,211,71,0,1,1,7,3,0,0,1,0
0,0,158634,15,8,1,5,3,1,1,3,28947,1,201532,6426,0,12,0,0,55,3,364,19779,2733,163,0,2,1,2,5,0,0,3,0
0,0,159316,0,0,0,0,0,0,0,0,28878,1,1095,994,679,0,210,201,0,3,98,1964,10924,260,2,0,1,0,0,0,0,0,0
0,0,143640,1,8,1,5,0,2,1,0,28868,2,35688,19754,11155,0,0,0,0,3,2588,17577,543,28,2,0,1,1,0,0,0,0,1
0,0,0,1,6,1,4,0,1,1,2,28818,0,1132,655,700,0,395,338,0,3,98,1745,1090,14365,3,0,1,0,0,3,3,0,2
0,0,0,1,2,2,2,0,1,1,3,28799,0,215950,1087,90464,117,0,0,145,3,1758,30549,0,38,1,0,1,0,2,0,0,0,2
0,0,48368,0,0,0,0,0,0,0,0,28707,3,41522,9052,1465,64,0,0,0,1,64,26369,3582,650,0,0,1,3,1,0,0,0,0
0,0,202925,10,6,1,4,1,1,1,1,28656,20,47835,3848,24457,1928,0,0,0,3,38,404,27,101,1,1,1,6,0,0,0,0,2
0,0,121091,61,7,2,4,1,2,1,3,28648,3,182940,486,2657,0,0,0,0,3,235,22051,49572,4955,5,2,1,1,0,0,0,0,0
0,0,32619,1,3,2,1,0,3,1,0,28625,4,215296,175,0,21,0,0,0,3,4,178,4588,351,0,0,1,1,3,0,0,0,0
0,0,150189,0,0,0,0,0,0,0,0,28613,1,25740,318,0,12,0,0,1366,3,157,4839,1097,346,1,0,1,2,3,0,0,1,0
0,0,8500,1,1,1,1,0,1,1,3,28458,0,104994,1588,0,117,0,0,418,3,144,3691,5187,38,5,0,1,5,6,0,0,2,1
0,0,164009,1,1,1,1,0,3,1,0,28327,0,213873,655,0,117,0,0,331,3,22,380,204,264,1,0,2,3,2,0,0,0,0
0,0,0,1,1,1,1,3,1,1,0,28287,5,37699,1871,0,25,0,0,180,1,4,10996,11513,44,0,1,1,3,2,0,0,2,2
0,0,114007,1,6,1,4,0,1,1,0,28269,7,121065,34612,47935,0,0,0,0,1,6,404,279,48,0,0,4,1,0,0,0,0,0
0,0,100883,15,8,1,5,3,1,1,3,28208,0,24903,681,0,117,0,0,2360,1,9,30007,553,31,0,0,3,1,4,0,0,0,0
0,0,12882,44,5,1,2,1,1,1,2,28173,25,97752,22401,4442,756,0,0,0,1,49,9859,3802,44,0,2,1,0,2,0,0,0,0
0,0,184207,0,0,0,0,0,0,0,0,28107,1,110530,293,51169,12,0,0,202,3,62,404,27,424,3,1,1,3,4,0,0,2,1
0,0,149028,15,8,1,5,3,1,1,4,28080,1,1062,11944,0,0,196,0,0,1,169,330,703,1,0,2,2,1,0,4,0,0,2
0,0,200919,1,6,1,4,0,1,1,3,27976,1,29653,9631,9576,12,0,0,261,3,1593,93356,951,4,2,3,1,3,5,0,0,3,1
0,0,187709,0,0,0,0,0,0,0,0,27951,28,211599,9869,89010,0,0,0,0,3,126,8116,126,4611,0,0,1,0,0,0,0,0,0
0,0,159311,1,11,1,6,0,1,1,0,27940,1,52188,294,167,12,41041,0,200,3,20,1473,20619,176,1,0,1,2,4,2,0,2,0
0,0,59721,21,3,2,1,1,1,1,3,27930,21,179164,15071,0,766,0,0,4779,3,1141,30607,42,1,0,0,1,0,1,0,0,1,0
0,0,120051,22,8,1,5,3,1,1,1,27761,0,38664,681,0,117,8589,0,0,1,98,49622,1238,108,0,0,1,5,4,5,0,0,0
0,0,43965,1,9,2,5,0,1,1,0,27743,11,210279,21924,1816,0,0,0,0,1,157,81131,5318,1134,0,4,1,3,0,0,0,0,1
0,0,69499,1,10,2,6,0,1,2,0,27717,14,35140,802,1867,154,0,478,0,3,36,42,17,160,0,2,2,0,3,0,6,0,0
0,0,139382,68,3,2,1,1,2,1,4,27645,3,209472,3027,88285,64,0,0,11758,1,20,1628,2307,29665,0,0,1,0,0,0,0,0,0
0,0,84918,21,3,2,1,2,1,1,4,27639,2,8467,1016,1378,0,0,0,0,1,87,38921,9158,983,0,5,1,4,0,0,0,0,0
0,0,26873,1,6,1,4,0,1,1,2,27630,1,30901,293,16513,12,6534,4636,0,1,1278,12291,218,84,1,0,1,1,1,0,0,0,0
0,0,134415,1,1,1,1,0,1,1,2,27451,21,159592,15077,0,0,0,0,0,1,75,2534,55,380,0,2,1,1,0,0,0,0,1
0,0,75134,1,6,1,4,0,2,1,2,27451,21,159592,84,0,0,0,0,0,3,105,2949,2073,721,3,2,2,2,0,0,0,0,0
0,0,100546,19,3,2,1,1,1,1,2,27389,27,207462,57426,72108,1521,0,0,0,3,20,43983,6310,351,3,1,1,2,3,0,0,0,2
0,0,0,1,5,1,2,0,1,1,4,27375,2,44004,11737,10561,23,9994,46389,5144,1,2,2740,12210,14786,0,2,1,2,2,4,1,2,1
0,0,134190,23,6,1,4,1,1,1,3,27359,18,207347,49998,79425,432,0,0,0,1,280,4143,82,14,5,0,1,3,3,0,0,0,1
0,0,31184,1,3,2,1,0,1,1,3,27352,10,72475,34929,35455,0,0,0,0,3,688,1759,84,562,1,0,1,4,0,0,0,0,0
0,0,0,11,6,1,4,1,1,1,2,27286,2,49205,14790,25063,23,0,0,1752,3,212,84944,34381,1493,2,0,4,1,1,0,0,2,1
0,0,123260,1,1,1,1,0,1,1,4,27261,17,86825,10015,41497,1051,0,0,8443,1,7,104178,3640,3208,0,2,1,0,1,0,0,0,0
0,0,124022,1,6,1,4,3,1,1,0,27180,0,9198,655,0,117,5812,0,0,3,250,660,2190,134,0,1,1,0,4,0,0,0,1
0,0,63313,18,8,1,5,3,1,2,4,27135,12,205790,4349,0,0,0,0,0,3,169,2830,13688,28,1,0,3,2,0,0,0,0,0
1,0,75280,1,5,1,2,0,1,1,0,27134,12,61281,4349,0,259,0,0,7500,3,64,3022,340,468,0,0,1,0,3,0,0,2,0
0,0,43102,1,5,1,2,0,2,1,0,27119,1,46432,317,4546,12,0,0,0,3,43,14248,10799,0,4,0,1,0,0,0,0,0,1
0,0,151130,0,0,0,0,0,0,0,0,27073,1,44668,6522,519,12,0,148,926,1,55,56380,26165,346,1,0,4,1,3,0,2,3,0
0,0,25386,1,8,1,5,0,2,1,0,27056,0,12559,706,0,117,2339,0,0,3,55,1735,339,340,3,1,2,1,3,4,0,0,0
1,0,25293,1,2,2,2,0,1,1,1,27015,0,2330,716,1451,117,0,0,0,1,405,128,1722,2680,1,0,1,0,3,0,0,0,0
0,0,101699,0,0,0,0,0,0,0,0,26938,0,124664,708,0,117,0,0,351,3,448,12248,12744,38,1,0,1,3,5,0,0,3,2
0,0,25063,17,11,1,6,3,1,1,2,26920,0,10117,660,5846,117,1866,1482,0,3,2573,125,2892,608,1,0,1,6,4,4,4,0,0
0,0,123877,1,6,1,4,0,1,1,1,26882,2,37715,1583,19817,23,0,0,2517,1,327,50705,13414,54,0,1,1,1,3,0,0,1,0
0,0,77717,1,6,1,4,0,3,1,0,26874,0,1320,706,839,117,17518,11287,0,3,67,162,3181,44,0,0,1,1,3,4,4,0,0
0,0,123853,1,6,1,4,1,1,1,0,26844,0,57476,2852,0,117,0,0,351,1,323,2845,4517,38,0,2,1,5,5,0,0,4,0
0,0,43949,1,5,1,2,0,1,1,2,26788,26,58393,19983,0,0,0,0,0,2,267,10001,55,44,2,1,2,2,0,0,0,0,0
0,0,127344,48,4,1,3,1,1,1,0,26741,29,43084,74983,86040,1657,0,0,0,3,929,4703,3657,598,3,3,1,2,3,0,0,0,1
0,0,95061,1,6,1,4,0,1,1,3,26672,1,202787,317,1545,12,0,5687,8369,3,49,19655,27,944,3,2,3,2,4,1,3,3,0
1,0,116197,1,11,1,6,0,2,1,0,26493,2,24115,6757,53,23,4908,17,0,3,160,904,1406,39,2,0,1,3,0,2,6,0,0
0,0,0,1,7,2,4,0,1,1,2,26468,4,97034,1664,9643,0,0,0,0,1,468,1239,423,1,2,0,1,2,0,0,0,0,2
0,0,130134,44,5,1,2,1,1,1,2,26463,1,87765,60,0,12,0,0,0,1,181,19406,992,94,0,1,1,1,1,0,0,0,0
0,0,30365,0,0,0,0,0,0,0,0,26445,5,201171,5426,2926,25,0,1566,1166,3,134,18832,19848,785,1,0,1,0,2,0,0,2,0
0,0,13539,15,8,1,5,3,1,1,4,26395,1,8090,8292,4769,12,1457,1187,200,3,140,5363,644,486,2,0,1,4,4,0,0,4,0
0,0,110900,1,2,2,2,0,1,1,2,26380,0,11700,715,0,0,0,0,0,1,372,295,1954,412,1,1,1,0,0,0,0,0,0
0,0,93642,1,6,1,4,0,1,1,4,26292,5,6065,6885,58887,0,0,0,0,1,246,7558,4547,454,3,0,1,0,0,0,0,0,0
0,0,42390,1,8,1,5,0,1,1,4,26258,1,7583,803,0,12,42234,0,59,3,465,2080,42,36,1,0,1,3,4,1,0,3,0
0,0,80633,1,5,1,2,1,2,1,0,26159,1,72683,16060,35537,12,0,0,59,3,38,125,587,783,0,0,1,1,5,0,0,5,0
0,0,33255,1,6,1,4,0,1,1,4,26154,1,356,12499,217,12,0,59,0,1,356,83207,5496,36,3,1,1,4,3,0,2,0,1
0,0,30764,6,1,1,1,1,1,1,4,26152,16,199681,49300,2797,963,0,0,0,3,166,849,104,38,0,0,2,1,1,0,0,0,2
0,0,187938,17,11,1,6,3,1,1,4,26147,1,39891,1550,0,12,0,0,18,3,85,4722,5,31,0,0,2,5,5,0,0,4,0
0,0,184105,15,8,1,5,3,1,1,3,26147,1,39891,297,0,12,56195,0,0,3,64,530,1737,783,0,0,1,3,2,1,0,0,2
0,0,55552,1,6,1,4,0,3,1,0,26138,20,199616,22442,44199,1928,0,0,0,1,688,29048,2463,38,3,0,1,7,0,0,0,0,0
0,0,64706,1,1,1,1,1,1,1,0,26070,5,26514,41192,0,25,0,0,1166,3,48,1504,1454,298,5,5,1,3,3,0,0,5,0
0,0,42169,1,6,1,4,0,1,1,0,26027,0,18578,1313,0,117,3701,0,331,3,60,438,549,38,0,0,1,4,4,5,0,3,0
0,0,89638,1,6,1,4,0,1,1,3,25987,1,49298,994,25116,12,0,0,0,1,1325,9272,52,25,1,1,2,2,4,0,0,0,1
0,0,78551,22,8,1,5,1,1,1,2,25963,0,157622,1530,69269,117,0,0,0,3,235,93712,26093,7134,0,1,1,1,0,0,0,0,0
0,0,63901,0,0,0,0,0,0,0,0,25926,0,175286,1589,10052,117,0,4524,2360,3,122,422,12129,38,4,0,1,4,4,0,0,4,0
0,0,0,1,2,2,2,0,3,1,0,25911,19,128278,25627,58060,1671,0,0,6656,3,45,11612,3683,9065,0,3,1,0,1,0,0,1,1
0,0,40429,1,3,2,1,0,1,1,0,25777,1,49753,297,25528,12,0,0,53,3,37,1473,218,630,3,0,1,1,5,0,0,3,1
0,0,179204,22,8,1,5,1,1,1,2,25776,1,197593,296,41,12,0,0,0,3,405,98498,294,330,4,2,2,1,3,0,0,0,0
0,0,94116,15,8,1,5,1,1,1,4,25720,1,20226,1028,0,12,36779,0,0,1,73,52708,1771,595,1,0,1,2,6,0,0,0,1
0,0,65215,1,8,1,5,0,1,1,2,25702,2,26508,15961,53,0,0,17,0,3,100,404,20126,28,0,0,1,2,0,0,1,0,0
0,0,188723,1,6,1,4,0,1,1,1,25663,1,315,60,187,12,58036,47,59,3,16,162,1803,1,0,0,1,2,5,0,3,5,2
0,0,194006,15,8,1,5,3,1,1,3,25641,1,68598,60,187,12,0,47,59,1,4,1833,477,54,0,0,1,2,3,0,0,3,2
0,0,201322,1,8,1,5,0,1,1,2,25635,2,23476,8563,0,23,19832,0,923,1,749,70588,5,1928,0,0,4,0,4,1,0,1,0
0,0,110747,1,2,2,2,3,1,1,0,25620,0,149444,990,66134,117,0,0,145,3,49,30956,362,352,0,3,1,3,3,0,0,0,0
0,0,141474,1,8,1,5,0,1,1,2,25616,0,115311,1313,1051,117,0,0,145,3,488,0,1209,1488,3,0,3,3,4,0,0,1,2
0,0,60143,1,7,2,4,0,3,1,0,25613,6,4862,7501,29518,221,0,0,694,3,193,6251,553,1544,1,0,1,0,4,0,0,2,0
1,0,0,11,6,1,4,1,1,1,2,25558,2,11777,6757,6722,23,14351,9412,1752,1,169,7345,3964,38,0,0,1,3,1,0,0,0,2
1,0,84680,18,8,1,5,3,1,2,2,25546,1,134244,1550,0,12,0,0,269,1,376,59,867,25,1,4,1,3,4,0,0,3,1
0,0,0,1,9,2,5,0,1,1,3,25525,22,195786,44875,83336,0,0,0,0,1,211,1625,82,2735,1,3,1,1,0,0,0,0,1
0,0,2429,1,5,1,2,0,3,1,0,25506,0,10913,11699,0,117,0,0,351,3,38,1072,889,1452,1,0,4,1,5,0,0,3,1
0,0,0,1,5,1,2,0,1,1,3,25492,4,195619,191,0,21,0,0,338,3,3089,957,344,31,0,0,1,0,1,0,0,3,1
0,0,105951,1,4,1,3,0,1,1,2,25466,5,44019,5378,22790,0,0,0,0,3,2219,11851,14344,271,0,0,1,0,0,0,0,0,0
0,0,120999,1,6,1,4,0,1,1,2,25442,1,91086,14757,43215,12,0,0,53,1,1042,104098,1366,75,7,0,1,3,5,0,0,4,0
0,0,111803,11,6,1,4,3,1,1,2,25332,2,68471,11004,0,0,0,0,0,3,26,309,27699,39,3,0,1,1,0,0,0,0,0
0,0,119509,53,5,1,2,2,1,1,2,25251,1,36225,969,0,0,0,0,0,1,70,95691,2675,29012,1,0,1,2,0,0,0,0,0
0,0,13619,1,4,1,3,0,1,1,0,25223,0,38547,716,51,117,0,16,417,3,45,1722,1691,31,0,0,1,2,4,0,3,1,0
0,0,0,1,3,2,1,0,2,1,4,25162,3,2998,360,823,64,0,0,1059,3,78,0,10835,28132,0,2,1,0,1,0,0,0,2
0,0,0,1,6,1,4,0,1,1,2,25099,5,193029,14530,39314,25,0,0,0,1,60,9905,1001,5161,1,0,1,3,0,0,0,0,1
0,0,40278,1,3,2,1,0,1,1,2,25096,1,2386,60,0,12,4201,0,18,3,37,162,751,44,4,1,1,2,6,3,0,5,1
0,0,0,1,11,1,6,0,3,1,0,25096,1,2386,60,0,0,0,0,0,1,986,404,816,2812,3,1,1,0,0,0,0,0,2
0,0,109990,6,1,1,1,1,1,1,3,24942,1,108501,1848,0,12,0,0,60,3,7,2013,594,21,0,1,1,2,5,0,0,3,1
0,0,0,1,1,1,1,0,1,1,2,24937,1,51991,296,0,12,31008,0,55,1,38,8207,16,1308,0,1,4,0,4,0,0,3,1
0,0,20254,1,5,1,2,0,1,1,0,24918,1,65887,293,32456,12,0,0,0,3,66,13830,3381,38,1,0,1,4,1,0,0,0,2
0,0,19429,0,0,0,0,0,0,0,0,24891,0,21057,1589,11699,117,4230,3159,0,3,49,8043,340,28,3,0,2,0,2,2,2,0,2
0,0,26882,51,7,2,4,3,1,1,2,24849,3,37386,9052,19681,64,0,0,0,1,1553,990,11573,330,0,3,1,2,2,0,0,0,2
0,0,109257,1,3,2,1,0,1,1,4,24765,0,37991,1513,0,117,0,0,417,3,14,1202,17116,2692,1,0,4,3,3,0,0,3,0
0,0,175631,1,1,1,1,1,1,1,0,24734,1,120491,293,55043,12,0,0,49,3,955,5008,2243,378,4,0,2,2,5,0,0,4,0
0,0,182300,1,6,1,4,0,1,1,1,24695,0,58086,655,53,117,68704,17,331,3,195,87695,867,83,1,0,1,0,4,0,4,3,0
0,0,173914,60,9,2,5,3,2,1,1,24672,1,90939,1550,81296,12,28763,53612,53,1,201,404,21867,1,0,1,1,2,3,0,0,1,0
0,0,0,1,8,1,5,0,1,2,1,24654,1,100518,1550,47077,12,28234,17101,269,1,157,359,735,0,1,0,1,0,5,3,3,2,1
0,0,0,1,7,2,4,0,1,1,0,24611,3,7907,5858,4663,64,13003,8611,982,3,144,22128,0,377,2,0,1,2,3,0,0,2,0
0,0,120312,53,5,1,2,2,1,1,1,24596,1,78030,292,23866,12,0,0,1992,1,1980,12995,390,2921,0,0,1,0,2,0,0,0,2
0,0,0,32,3,2,1,1,1,1,1,24589,22,153065,28517,67792,0,0,0,0,1,1030,407,8551,989,0,0,1,0,0,0,0,0,2
0,0,80716,1,5,1,2,0,3,1,0,24538,0,24722,716,53,117,0,17,162,3,907,4554,95,39,0,1,2,4,6,0,5,5,1
1,0,20092,1,9,2,5,0,1,1,0,24527,3,90693,3253,43051,64,24718,15247,4065,1,44,1750,366,174,2,0,1,1,2,2,2,2,0
0,0,156234,1,8,1,5,0,1,1,2,24521,1,172000,2819,823,0,0,237,0,1,1593,59475,332,18898,0,0,3,2,0,0,2,0,0
0,0,0,40,2,2,2,3,2,1,3,24510,19,156062,31370,68645,0,0,0,0,3,1577,28753,0,516,2,0,1,0,0,0,0,0,1
1,0,0,1,2,2,2,0,2,1,4,24510,19,156062,25627,68645,0,0,0,0,1,2438,13048,5493,25674,0,1,1,0,0,0,0,0,1
0,0,147121,1,6,1,4,0,3,1,0,24472,6,188980,6243,0,0,0,0,0,3,486,2595,950,352,4,1,1,3,0,0,0,0,0
0,0,0,1,1,1,1,1,1,1,0,24426,1,188652,1027,187,12,0,47,202,1,54,1545,803,424,1,2,1,1,2,0,0,2,2
0,0,0,1,6,1,4,0,1,1,0,24420,1,188624,1028,0,12,91971,0,2811,3,76,1833,27,101,1,2,1,3,5,1,0,4,1
0,0,203977,1,6,1,4,0,1,1,4,24414,11,101074,29892,14723,318,83594,5482,0,1,188,3364,618,39,5,1,4,5,1,0,0,0,0
0,0,77029,1,8,1,5,0,2,2,0,24403,0,1132,1588,700,117,395,338,619,3,193,886,23,39,1,2,1,1,5,5,5,3,2
0,0,62312,1,8,1,5,0,1,2,0,24395,0,188484,1313,0,117,0,0,351,3,739,10627,4679,378,0,0,1,1,6,0,0,4,1
0,0,168317,1,6,1,4,0,1,1,2,24394,4,19067,206,10690,0,0,0,0,1,53,2018,1691,558,0,0,2,0,0,0,0,0,1
0,0,118545,1,8,1,5,0,1,1,0,24364,2,40984,88,0,23,0,0,1793,3,198,7099,7833,843,1,0,1,0,5,0,0,3,0
0,0,53341,8,1,1,1,1,1,1,2,24306,4,187980,12877,6514,0,0,0,0,1,448,162,1966,44,5,0,1,1,0,0,0,0,0
0,0,7825,18,8,1,5,1,1,2,3,24275,1,25569,60,187,12,0,47,18,3,688,597,633,346,1,0,4,3,4,0,2,4,1
1,0,97371,1,1,1,1,0,1,1,3,24267,1,159506,317,0,12,56295,0,0,1,195,162,241,974,1,0,1,0,2,0,0,0,0
0,0,169986,1,1,1,1,0,3,1,0,24265,0,132335,10185,0,117,0,0,439,3,60,10013,52,411,4,0,1,1,5,0,0,1,2
0,0,20208,18,8,1,5,1,1,2,2,24255,20,42807,55571,11954,0,19589,3246,0,1,85,4433,251,424,4,0,1,5,0,2,2,0,0
0,0,86633,19,3,2,1,1,1,1,2,24222,3,95822,16336,52097,64,0,19596,14459,3,45,3100,158,187,0,0,1,2,4,0,1,1,0
0,0,0,15,8,1,5,3,1,1,3,24158,1,8084,315,0,12,1454,0,2150,3,131,45858,8619,1977,2,5,2,5,5,5,0,4,1
0,0,116440,22,8,1,5,1,1,1,2,24118,2,1666,12100,15286,0,1076,4264,0,1,615,646,82,83,1,0,3,1,0,4,3,0,0
0,0,41039,1,5,1,2,1,2,1,0,24113,0,109459,990,141,117,31579,1453,1814,3,45,5599,1361,38,4,1,1,3,5,1,4,4,1
0,0,183682,0,0,0,0,0,0,0,0,24070,1,79464,994,79751,12,0,0,49,1,54,1640,0,598,1,0,1,2,2,0,0,1,2
0,0,207555,10,6,1,4,1,1,1,1,24010,1,186265,293,79751,12,0,0,0,1,357,0,3514,5223,2,0,1,2,3,0,0,0,1
0,0,74969,15,8,1,5,1,1,1,3,24008,0,17052,706,0,117,4603,0,145,3,4,33708,462,575,1,4,4,1,1,1,0,1,0
0,0,146074,70,3,2,1,2,1,1,2,23988,19,186154,31370,13698,1671,0,20090,5087,3,5,5479,1867,1460,0,0,1,2,4,0,4,4,0
0,0,197459,15,8,1,5,1,1,1,3,23961,1,55629,35519,7346,12,0,0,1809,1,67,1018,703,44,4,4,3,1,5,0,0,3,0
0,0,20649,1,11,1,6,0,1,2,3,23922,0,8759,50129,0,117,0,0,157,3,27,14032,8700,5853,1,1,5,5,6,0,0,3,0
0,0,209258,1,3,2,1,0,2,1,0,23916,27,185770,22183,79567,1521,0,0,0,3,15,47218,14273,26,0,0,1,0,0,0,0,0,0
0,0,0,1,8,1,5,0,1,1,2,23893,27,185680,28453,79534,1521,0,0,6202,3,20,58184,204,1,3,1,3,0,2,0,0,1,2
0,0,0,81,2,2,2,2,2,1,2,23884,0,185645,1313,0,117,0,0,0,1,77,76,2224,233,1,1,1,2,3,0,0,0,2
0,0,168558,1,7,2,4,0,1,1,2,23847,1,2599,60,1624,12,0,0,59,3,24,62544,87,14607,3,1,1,4,4,0,0,3,0
0,0,0,47,5,1,2,1,1,1,4,23831,7,8250,29250,4851,924,0,0,0,1,1548,4851,35741,112,0,6,1,1,1,0,0,0,1
0,0,44493,23,6,1,4,1,1,1,3,23801,1,286,296,0,12,0,0,18,1,14,24862,14588,134,0,0,1,1,2,0,0,1,1
0,0,12563,10,6,1,4,1,1,1,1,23782,2,28310,97,0,23,35692,0,185,3,7,12117,27,44,2,1,1,1,2,1,0,2,0
1,0,61669,1,1,1,1,0,1,1,3,23763,0,37664,1653,0,117,0,0,145,3,122,4736,29,38,3,0,1,3,4,0,0,3,2
0,0,202224,18,8,1,5,3,1,2,2,23757,1,21218,14896,15380,12,0,0,0,3,330,2246,58,727,0,0,1,3,3,0,0,0,0
0,0,79100,22,8,1,5,1,1,1,2,23757,1,21218,994,15380,12,0,0,0,3,160,5018,2123,108,0,2,4,4,2,0,0,0,0
0,0,32919,22,8,1,5,3,1,1,2,23757,1,21218,318,15380,12,4266,6740,202,3,1859,1222,13146,378,2,2,1,5,3,0,0,1,0
0,0,175856,1,6,1,4,0,1,1,2,23725,18,80068,39529,79197,0,0,0,0,1,20,51330,19237,1206,0,1,1,4,0,0,0,0,0
0,0,63934,16,11,1,6,3,2,1,2,23681,0,3365,716,53,117,0,17,0,3,50,76724,4500,2634,3,4,3,3,3,0,5,0,0
0,0,104459,1,8,1,5,0,1,2,3,23593,0,4498,655,80,117,25361,0,0,1,157,597,218,31,4,0,1,3,4,2,0,0,1
0,0,119697,17,11,1,6,3,1,1,0,23561,0,6065,7970,0,117,0,0,0,1,5,16658,2200,1,0,1,1,0,0,0,0,0,0
0,0,0,1,5,1,2,0,1,1,4,23533,1,183261,2819,8856,12,0,2360,2631,1,2121,368,5746,43,0,0,3,2,3,0,4,3,2
0,0,18326,1,2,2,2,0,1,1,2,23490,4,53809,1664,0,21,0,0,513,3,181,12828,3,1007,1,0,1,3,2,0,0,2,0
